doi,标题,期刊,年份,作者
10.1007/s00382-014-2371-6,Quantitative decomposition of radiative and non-radiative contributions to temperature anomalies related to siberian high variability,Climate Dynamics,2015,"taewon park,jeehoon jeong,yi deng,renjun zhou,ming cai"
10.1109/MCSE.2015.129,Identifying Physical Interactions from Climate Data: Challenges and Opportunities,Computing in Science & Engineering,2015,"Imme Ebert-Uphoff,Yi Deng"
10.1002/2014GL059275,Influence of climate variability on near‐surface ozone depletion events in the Arctic spring,GEOPHYSICAL RESEARCH LETTERS,2014,"jaho koo,yuhang wang,tianyu jiang,yi deng,samuel j oltmans,sverre solberg"
,Influence of climate variability on near-surface ozone depletion events in the Arctic spring: CLIMATE EFFECT TO THE ARCTIC OZONE,Geophysical Research Letters,2014,"yi deng,tianyu jiang,samuel j oltmans,sverre solberg,yuhang wang,jaho koo"
10.1002/2013JD021150,"A model of energy budgets over water, snow, and ice surfaces",JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2014,"jingfeng wang,rafael l bras,v nieves,yi deng"
10.1088/1748-9326/9/12/124005,Feedback attribution of the land-sea warming contrast in a global warming simulation of the NCAR CCSM4,ENVIRONMENTAL RESEARCH LETTERS,2014,"sergio a sejas,oriene s albert,ming cai,yi deng"
10.1002/2013GL058646,Weakening of atmospheric information flow in a warming climate in the Community Climate System Model,GEOPHYSICAL RESEARCH LETTERS,2014,"yi deng,imme ebertuphoff"
10.1007/s00382-013-1817-6,A synoptic and dynamical characterization of wave-train and blocking cold surge over East Asia,Climate Dynamics,2014,"taewon park,changhoi ho,yi deng"
10.1109/IECON.2014.7049213,Space vector modulation method for modular multilevel converters,IECON,2014,"Yi Deng,Yebin Wang,Koon Hoo Teo,Harley, R.G."
10.1109/ICMLA.2014.96,Causal Discovery from Spatio-Temporal Data with Applications to Climate Science,Machine Learning and Applications,2014,"Imme Ebert-Uphoff,Yi Deng"
10.1002/2013JD021209,Intermediate frequency atmospheric disturbances: A dynamical bridge connecting western U.S. extreme precipitation with East Asian cold surges,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2014,"tianyu jiang,katherine j evans,yi deng,x dong"
10.1109/PSC.2014.6808126,Optimal utilization of STATCOM devices in a power system with high penetration of wind generation,Power Systems Conference,2014,"Yi Deng,Venayagamoorthy, G.K.,Harley, R.G."
10.1007/s00382-013-1920-8,Critical mechanisms for the formation of extreme arctic sea-ice extent in the summers of 2007 and 1996,Climate Dynamics,2014,"x dong,behnjamin zib,baike xi,ryan e stanfield,yi deng,xiangdong zhang,bing lin,charles n long"
10.1007/s00382-013-2029-9,A dissection of the surface temperature biases in the Community Earth System Model,Climate Dynamics,2014,"taewon park,yi deng,ming cai,jeehoon jeong,renjun zhou"
10.1175/JCLI-D-13-00289.1,Initial Transient Response of the Winter Polar Stratospheric Vortex to Idealized Equatorial Pacific Sea Surface Temperature Anomalies in the NCAR WACCM,JOURNAL OF CLIMATE,2014,"bradley m hegyi,yi deng,robert x black,renjun zhou"
10.1175/JCLI-D-11-00674.1,Reply to “Comments on ‘Changes to the North Atlantic Subtropical High and Its Role in the Intensification of Summer Rainfall Variability in the Southeastern United States’”,JOURNAL OF CLIMATE,2013,"wenhong li,laifang li,rong fu,yi deng,hui wang"
10.1002/2013GL058124,Intensification of the Southern Hemisphere summertime subtropical anticyclones in a warming climate,GEOPHYSICAL RESEARCH LETTERS,2013,"Wenhong Li,Laifang Li,Mingfang Ting,Yi Deng,Yochanan Kushnir,Yimin Liu,Yi Lu,Chunzai Wang,Pengfei Zhang"
10.1109/APEC.2013.6520454,Generalized DC-link voltage balancing control method for multilevel inverters,Applied Power Electronics Conference and Exposition,2013,"Deng, Yi,Teo, Koon Hoo,Harley, Ronald G."
10.1007/s00382-013-1684-1,Local kinetic energy budget of high-frequency and intermediate-frequency eddies: winter climatology and interannual variability,Climate Dynamics,2013,"tianyu jiang,yi deng,wenhong li"
