doi,标题,期刊,年份,作者
10.1007/s10825-005-7130-9,Screening of Water Dipoles Inside Finite-Length Armchair Carbon Nanotubes.,Journal of computational electronics,2005,"Yan Li,Deyu Lu,Klaus Schulten,Umberto Ravaioli,Slava V Rotkin"
,Electronic properties of finite length armchair nanotubes,,2004,"deyu lu,yan li,slava v rotkin,umberto ravaioli,klaus schulten"
10.1109/NANO.2004.1392321,Electronic structure and dielectric behavior of finite-length single-walled carbon nanotubes,international conference on nanotechnology,2004,"yan li,deyu lu,slava v rotkin,klaus schulten,umherto ravaioli"
10.1021/nl0485511,Finite-Size Effect and Wall Polarization in a Carbon Nanotube Channel,NANO LETTERS,2004,"deyu lu,yan li,slava v rotkin,umberto ravaioli,klaus schulten,nripan mathews"
10.1063/1.1570396,Reaction Paths Based On Mean First-Passage Times,JOURNAL OF CHEMICAL PHYSICS,2003,"Sanghyun Park,Melih K. Sener,Deyu Lu,Klaus Schulten"
10.1016/S0006-3495(03)74718-3,Glycerol conductance and physical asymmetry of the Escherichia coli glycerol facilitator GlpF.,Biophysical Journal,2003,"Deyu Lu,Paul Grayson,Klaus Schulten"
,Representative Pathways of Excitation Migration in Photosystem I,,2002,"Sanghyun Park,Melih K. Sener,Deyu Lu,Klaus Schulten"
10.1021/jp020708v,Robustness and Optimality of Light Harvesting in Cyanobacterial Photosystem I,JOURNAL OF PHYSICAL CHEMISTRY B,2002,"Melih K. Sener,Deyu Lu,Thorsten Ritz,Sanghyun Park,Petra Fromme,Klaus Schulten"
10.1103/PhysRevB.63.195315,Phonon Modes In Inas Quantum Dots,PHYSICAL REVIEW B,2001,"Shang-Fen Ren,Deyu Lu,G. Qin"
10.1016/S0038-1098(00)00175-7,Optical-phonon modes and Fröhlich potential in quantum dots,SOLID STATE COMMUNICATIONS,2000,"Deyu Lu,Bang-fen Zhu"
10.1016/S0038-1098(99)00473-1,Quantum confinement of phonon modes in GaAs quantum dots,SOLID STATE COMMUNICATIONS,2000,"Shang-Fen Ren,Zong-Quan Gu,Deyu Lu"
